Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website,tract_geoid
Medina's Catering,4205,S Mozart St,,,Brighton Park,Chicago,60632,Unknown,Arts and Entertainment,Hall-party-cater,Yes,2020,,,,POINT(-87.6954468 41.8171116),-87.6954468,41.8171116,,17031580502
Parkway Ballroom,4455,S Martin Luther King Dr,201,,Grand Boulevard,Chicago,60615,Active,Arts and Entertainment,Hall-party-cater,No,2020,Open by appointment only as of 7/22/20.,773-373-4320,,POINT(-87.6157218 41.8132082),-87.6157218,41.8132082,http://www.parkwayballroomchicago.com,17031836000
Polonia Banquets,4604,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-523-7980,,POINT(-87.7114888 41.8099567),-87.7114888,41.8099567,,17031580400
Salon Para Fiestas,3935,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-430-8435,,POINT(-87.7042717 41.821555),-87.7042717,41.821555,,17031580501
Sillas Y Mesas,4444,S Mozart St,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Hall-party-cater,Yes,2020,,773-349-5417,,POINT(-87.6957918 41.8123466),-87.6957918,41.8123466,,17031580502
Just Like U Like It,1652,S Homan Ave,,,North Lawndale,Chicago,60623,Active,Arts and Entertainment,Hall-party-cater,Yes,2020,Online or over phone only,773-474-6092,,POINT(-87.7105843 41.8574922),-87.7105843,41.8574922,,17031292200
Bryant Hall,1544,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-651-6470,,POINT(-87.662694 41.7504669),-87.662694,41.7504669,,17031710300
El Siete,3817,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-851-9753,,POINT(-87.7041916 41.823843),-87.7041916,41.823843,,17031580200
Gloria's Banquet Hall,8528,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-238-7802,,POINT(-87.663411 41.7385459),-87.663411,41.7385459,,17031711200
So Dressed Up,1258,W Cornelia Ave,1,,Uptown,Chicago,60657,Active,Arts and Entertainment,Hall-party-cater,Yes,2020,,773-220-9410,,POINT(-87.6693499067793 41.9639214655418),-87.66934991,41.96392147,,17031031900
Diamond Garden Banquet Hall,3705,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Hall-party-cater,No,2020,,312-619-9690,,POINT(-87.7198185000146 41.9245314954264),-87.7198185,41.9245315,,17031220902
Lexington Betty Smokehouse,6954,W North Ave,,,Austin,Chicago,60707,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-309-8240,,POINT(-87.7994090257784 41.9089934788205),-87.79940903,41.90899348,lexigntonbettysmokehouse.com,17031250500
3D's,5643,W North Ave,,,Austin,Chicago,60639,Active,Arts and Entertainment,Hall-party-cater,No,2020,Temp closed,,,POINT(-87.7675814996664 41.9093224700529),-87.7675815,41.90932247,,17031250600
Ampersand Cowork,3317,W Fullerton Ave,,,Logan Square,Chicago,60647,Unknown,Arts and Entertainment,Hall-party-cater,No,2020,Goes straight to VM,773-687-8844,,POINT(-87.7112194 41.9244666),-87.7112194,41.9244666,,17031221100
Juanito's Brincolines,4511,S California Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Hall-party-cater,No,2020,TEMP CLOSED,773-220-0181,,POINT(-87.6940512 41.8115446),-87.6940512,41.8115446,,17031842800
Su Casa,4243,S Kedzie Ave,,,Brighton Park,Chicago,60632,Unknown,Arts and Entertainment,Hall-party-cater,No,2020,"Called 773-562-1795 on 8/11 at 10:18. No answer, left VM. Social media could not confirm place status.",773-562-1795,,POINT(-87.7042237691401 41.8161420827941),-87.70422377,41.81614208,,17031580502
Fiesta Magica,4120,W Armitage Ave,,,Hermosa,Chicago,60639,Active,Arts and Entertainment,Hall-party-cater,No,2020,Temp Closed.,773-343-2257,,POINT(-87.7298757441865 41.9172198031036),-87.72987574,41.9172198,,17031200402
Venue 4343,4343,W Diversey Ave,,,Hermosa,Chicago,60639,Active,Arts and Entertainment,Hall-party-cater,No,2020,TEMP CLOSED,773-360-1014,,POINT(-87.7360594 41.9314863),-87.7360594,41.9314863,,17031200200
Drink Shop,2513,W Armitage Ave,,,Logan Square,Chicago,60647,Out of Business,Arts and Entertainment,Club-lounge-bar,No,2020,,,drinkshopchi@gmail.com,POINT(-87.6903393874475 41.9175304920864),-87.69033939,41.91753049,,17031832400
Luxe Hooka Lounge,4821,N Pulaski Rd,,,Albany Park,Chicago,60630,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-463-7612,,POINT(-87.7277064 41.9689902),-87.7277064,41.9689902,,17031140301
Alibaba Hookah Bar,4046,W Lawrence ave,,,Albany Park,Chicago,60630,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-202-1992,,POINT(-87.7298439 41.9684368),-87.7298439,41.9684368,,17031140400
Lockal Bar and Quick Bite,3256,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-866-2546,,POINT(-87.7107143 41.9686866),-87.7107143,41.9686866,,17031140200
The Riviera Theatre,4746,N Racine Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temporarily closed,773-275-1012,,POINT(-87.6596522806735 41.9682473190196),-87.65965228,41.96824732,,17031830700
Fat Cat Bar & Grill,4840,N Broadway,,,Uptown,Chicago,60640,Active,Dining,Bar-grill,No,2020,,773-506-3100,,POINT(-87.6597069467518 41.9699513291564),-87.65970695,41.96995133,,17031031100
Celebrity,2020,E 83rd St,,,South Chicago,Chicago,60617,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Opens 12PM,773-375-1348,,POINT(-87.5748839 41.7444406),-87.5748839,41.7444406,,17031460500
Falcon Inn,1605,E 53rd St,,,Hyde Park,Chicago,60615,Unknown,Arts and Entertainment,Club-lounge-bar,No,2020,,,,POINT(-87.5862976 41.7993904),-87.5862976,41.7993904,,17031410900
Cookie's Cocktail Lounge,1024,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-783-6700,,POINT(-87.650001 41.7507493),-87.650001,41.7507493,,17031710800
El Zapotlan Bar,3925,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-430-7803,,POINT(-87.7041562 41.8218244),-87.7041562,41.8218244,,17031580501
Frankie's Place,2607,W 47th St,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-475-6339,,POINT(-87.6896753 41.8081494),-87.6896753,41.8081494,frankiesplacechicago.com,17031842800
Ted's Place,5813,W Madison St,,,Austin,Chicago,60644,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-378-8389,,POINT(-87.7703565 41.8798763),-87.7703565,41.8798763,,17031252101
Ms. Ann's Pad,4701,W Harrison St,,,Austin,Chicago,60644,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-379-4040,,POINT(-87.742806 41.872982),-87.742806,41.872982,,17031831400
El Mexico Moderno Ballroom,1645,N Cicero Ave,,,Austin,Chicago,60639,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temp closed,773-406-3946,,POINT(-87.7455074 41.910964),-87.7455074,41.910964,,17031831300
Junction,8615,S Racine Ave,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-651-6511,,POINT(-87.6531815 41.7372611),-87.6531815,41.7372611,,17031711000
Reese's Lounge,1827,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-238-1993,,POINT(-87.6689974 41.7354715),-87.6689974,41.7354715,,17031711300
Lemelle's Luxury Lounge,1801,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-881-7419,,POINT(-87.6682461 41.7354758),-87.6682461,41.7354758,,17031711300
Michael's Sports Lounge,4501,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,,,POINT(-87.708121 41.811462),-87.708121,41.811462,,17031580400
Mini Club,8338,S Halsted St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-846-2598,,POINT(-87.6440655 41.7421945),-87.6440655,41.7421945,,17031711000
The Cove Cocktail Lounge,1750,E 55th St,,,Hyde Park,Chicago,60615,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-684-1013,,POINT(-87.5819256 41.7954554),-87.5819256,41.7954554,,17031410900
The Golden Girls Lounge,1340,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-723-0452,,POINT(-87.6573809 41.7361107),-87.6573809,41.7361107,,17031711100
Michelob,4427,S Kedzie Ave,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,312-247-1859,,POINT(-87.7039962 41.8127537),-87.7039962,41.8127537,,17031580502
Pappy's Chat Room,5333,W Madison St,,,Austin,Chicago,60644,Out of Business,Arts and Entertainment,Club-lounge-bar,No,2020,,877-450-7178,,POINT(-87.7589774 41.8800045),-87.7589774,41.8800045,,17031252102
Xavier Players Club,4456,S Western Ave,,,Brighton Park,Chicago,60609,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-376-1992,,POINT(-87.684752 41.8122011),-87.684752,41.8122011,http://www.xaviersclub.net/,17031580700
The Woodlawn Tap,1172,E 55th St,,,Hyde Park,Chicago,60615,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-643-5516,,POINT(-87.5968939 41.795189),-87.5968939,41.795189,,17031410600
Gamblers,4908,N Pulaski Rd,,,Albany Park,Chicago,60630,Unknown,Arts and Entertainment,Club-lounge-bar,No,2020,Tried calling 773-545-3566 on 8/10 at 11:17 but the number was out of service. No active online presence was found.,773-545-3566,,POINT(-87.7281284104661 41.9703564967794),-87.72812841,41.9703565,,17031140400
The Revival,1160,E 55th St,,,Hyde Park,Chicago,60615,Active,Arts and Entertainment,Club-lounge-bar,No,2020,TEMP CLOSED online services only,,theater@the-revival.com,POINT(-87.5971999 41.7951841),-87.5971999,41.7951841,the-revival.com,17031410600
The Factory Gentleman's Club,12054,S Doty Ave,,,Riverdale,Chicago,60628,Unknown,Arts and Entertainment,Club-lounge-bar,No,2020,Line was disconnected.,773-448-4475,,POINT(-87.6023599 41.6751227),-87.6023599,41.6751227,,17031540102
Renaissance Bronzeville,4641,S King Dr,,,Grand Boulevard,Chicago,60653,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-690-5416,,POINT(-87.6160346 41.8099043),-87.6160346,41.8099043,http://www.renaissancebronzeville.com,17031381200
Jabca Burkes Web Pub,2026,W Webster Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-276-3411,,POINT(-87.6788225 41.9215957),-87.6788225,41.9215957,,17031832200
Admiral Theatre,3940,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-478-8263,,POINT(-87.7271315032829 41.9682594529642),-87.7271315,41.96825945,,17031140301
Logan Arcade,2410,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temp closed.,872-206-2859,,POINT(-87.6880934 41.9251867),-87.6880934,41.9251867,,17031830900
Billy Sunday,3143,W Logan Blvd,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-661-2485,,POINT(-87.7064828 41.9277037),-87.7064828,41.9277037,,17031220500
Green Eye Lounge,2403,W Homer St,Ste 1,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-227-8851,,POINT(-87.687659 41.9165069),-87.687659,41.9165069,,17031832400
Nick's Billiard Academy,4445,N Pulaski Rd,B,,Albany Park,Chicago,60630,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-583-2011,,POINT(-87.7278084835625 41.9621980551093),-87.72780848,41.96219806,nicksbilliards.com,17031140601
240 Lounge & Cafe,3948,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Doesnâ€™t open until 5pm,773-267-0474,,POINT(-87.7275671412799 41.96830985887),-87.72756714,41.96830986,,17031140301
The Charleston Bar Chicago,2076,N Hoyne Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-489-4757,,POINT(-87.6804712 41.9198516),-87.6804712,41.9198516,charlestonbar.com,17031832200
Slippery Slope,2357,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temp closed,773-799-8504,,POINT(-87.6989676 41.9242092),-87.6989676,41.9242092,slipperyslopechicago.com,17031221300
The Gallery Cabaret,2020,N Oakley Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temp closed,773-489-5471,,POINT(-87.6852639 41.9182422),-87.6852639,41.9182422,gallerycabaret.com,17031221600
The Whistler,2421,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temp closed.,773-227-3530,,POINT(-87.7010381 41.9253678),-87.7010381,41.9253678,,17031220400
The Owl,2521,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,Temp closed,773-235-5300,,POINT(-87.7040022 41.9273251),-87.7040022,41.9273251,,17031220500
Mercenary Brewery & Distillery,2717,N Maplewood Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-270-1061,,POINT(-87.6911256 41.9308079),-87.6911256,41.9308079,maplewoodbrew.com,17031830900
Bar On Buena,910,W Buena Ave,,,Uptown,Chicago,60613,Active,Arts and Entertainment,Club-lounge-bar,Yes,2020,,773-525-8665,,POINT(-87.6532348429462 41.9585063434103),-87.65323484,41.95850634,,17031032100
Rosa's Lounge,3420,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-342-0452,,POINT(-87.7128166 41.9175443),-87.7128166,41.9175443,rosaslounge.com/index.cfm,17031221100
Cloud Vapor Lounge,2497,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,872-808-2122,,POINT(-87.6870044 41.9152669),-87.6870044,41.9152669,,17031222200
The SoFo Tap,4923,N Clark St,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-784-7636,,POINT(-87.6678563740762 41.9724009324244),-87.66785637,41.97240093,http://www.thesofotap.com/,17031031100
Green Mill Lounge,4802,N Broadway,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Club-lounge-bar,No,2020,,773-878-5552,,POINT(-87.6597184793234 41.9693200511216),-87.65971848,41.96932005,,17031031100
Delta Kappa Gamma Society International,2632,N Washtenaw Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Social club,No,2020,,773-342-3668,,POINT(-87.6954172 41.9297489),-87.6954172,41.9297489,,17031220300
Inner City Impact,3327,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Social Services & Political Advocacy,Youth Centers,No,2020,,773-384-4200,,POINT(-87.711662 41.9243785),-87.711662,41.9243785,Icichicago.org,17031221100
African American Arts Alliance,4450,N Clark St,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Social club,No,2020,,773-754-3923,,POINT(-87.6663153357658 41.9632349933684),-87.66631534,41.96323499,aaaachicago.org,17031031900
Philippine Engineer and Scientist Organization,4945,N Avers Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Social club,Yes,2020,temp closed,773-463-1055,,POINT(-87.7244336477873 41.9714282302834),-87.72443365,41.97142823,facebook.com/pg/PhilEngSciOrg/posts/,17031140302
Tamburitza Association of America,2605,N Sawyer Ave,,,Logan Square,Chicago,60647,Unknown,Arts and Entertainment,Social club,Yes,2020,Number does not match business,847-735-1146,,POINT(-87.709091 41.928556),-87.709091,41.928556,,17031220602
Scottish Rite Masons,5922,W Division St,,,Austin,Chicago,60651,Active,Arts and Entertainment,Social club,No,2020,Temp closed,,,POINT(-87.7739119 41.9022145),-87.7739119,41.9022145,,17031250600
Grand Lodge,5323,W Lake St,,,Austin,Chicago,60644,Active,Arts and Entertainment,Social club,No,2020,,773-373-2725,,POINT(-87.758766 41.8870368),-87.758766,41.8870368,,17031251900
University of Chicago Service League,5600,S Blackstone Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,Yes,2020,TEMP CLOSED,,,POINT(-87.590679 41.7931),-87.590679,41.7931,https://www.ucserviceleague.org/,17031411100
University of Chicago - Delta Upsilon,5714,S Woodlawn Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,Yes,2020,,,,POINT(-87.596749 41.790866),-87.596749,41.790866,,17031836200
University of Chicago - Quadrangle Club,1155,E 57th St,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,No,2020,,773-702-7221,,POINT(-87.597702 41.791235),-87.597702,41.791235,,17031836200
Museum Shore Yacht Club,5900,S Lake Shore Dr,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,No,2020,,773-667-9538,,POINT(-87.5796165 41.7883722),-87.5796165,41.7883722,,17031411000
Saint Ezra Grand Lodge,7711,S Racine Ave,,,Auburn Gresham,Chicago,60620,Unknown,Arts and Entertainment,Social club,No,2020,,,,POINT(-87.6536237 41.7537376),-87.6536237,41.7537376,,17031710200
Phi Beta Sigma Fraternity-Upsilon Sigma,4941,S Martin Luther King Dr,,,Grand Boulevard,Chicago,60615,Active,Arts and Entertainment,Social club,No,2020,,,,POINT(-87.6158711 41.8045094),-87.6158711,41.8045094,http://www.upsilonsigmapbs.org,17031381900
Kappa Alpha Psi Fraternity  - Iota Chapter,8145,S Clyde Ave,,,South Chicago,Chicago,60617,Active,Arts and Entertainment,Social club,Yes,2020,,,,POINT(-87.5732033 41.7465931),-87.5732033,41.7465931,,17031460500
Sauliu Namai,2417,W 43rd St,,,Brighton Park,Chicago,60632,Active,Arts and Entertainment,Social club,No,2020,,773-875-4532,,POINT(-87.685555 41.8155132),-87.685555,41.8155132,,17031580700
University of Chicago - Omega Psi Upsilon Fraternity,5639,S University Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,No,2020,,773-324-9870,,POINT(-87.597722 41.792015),-87.597722,41.792015,,17031836200
University of Chicago - Phi Gamma Delta,5615,S University Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,No,2020,,,,POINT(-87.5977591 41.7927253),-87.5977591,41.7927253,,17031836200
University of Chicago - Alpha Delta Phi,5747,S University Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,No,2020,,847-965-1832,,POINT(-87.5977117 41.7901006),-87.5977117,41.7901006,,17031836200
Alpha Kappa Alpha Sorority,5656,S Stony Island Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Social club,No,2020,,773-684-1282,,POINT(-87.5870787 41.7918881),-87.5870787,41.7918881,aka1908.com,17031411000
Alpha Pi Chi National Sorority,8833,S Ada St,,,Auburn Gresham,Chicago,60620,Active,Arts and Entertainment,Social club,Yes,2020,,,,POINT(-87.6566295 41.7330439),-87.6566295,41.7330439,,17031711400
